razorb	   .141059	6658	Alca_torda
bubsan	   .138030	6515	Tryngites_subruficollis
loeowl	   .134555	6351	Asio_otus
kinrai	   .133326	6293	Rallus_elegans
mewgul2	   .131102	6188	Larus_canus_brachyrhynchus
icegul	   .129936	6133	Larus_glaucoides
buteo	   .129746	6124	Buteo_sp.
trokin	   .126801	5985	Tyrannus_melancholicus
gryhaw2	   .126674	5979	Buteo_plagiatus
yeejun	   .125233	5911	Junco_phaeonotus
heptan	   .124936	5897	Piranga_flava
bklkit	   .123496	5829	Rissa_tridactyla
ducfly	   .122585	5786	Myiarchus_tuberculifer
wilsap	   .121695	5744	Sphyrapicus_thyroideus
cubthr2	   .121525	5736	Toxostoma_curvirostre_[palmeri_Group]
