SCI_NAME,TAXON_ORDER,PRIMARY_COM_NAME,CATEGORY,ORDER_NAME,FAMILY_NAME,SUBFAMILY_NAME,GENUS_NAME,SPECIES_NAME
Egretta/Bubulcus_sp.,2187,white_egret_sp.,spuh,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,?,?
Elaenia_albiceps,13939,White-crested_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,albiceps
Elaenia_albiceps_[albiceps_Group],13940,White-crested_Elaenia_(White-crested),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_albiceps_chilensis,13945,White-crested_Elaenia_(Chilean),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_albiceps_modesta,13946,White-crested_Elaenia_(Peruvian),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_chiriquensis,13955,Lesser_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,chiriquensis
Elaenia_cristata,13952,Plain-crested_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,cristata
Elaenia_dayi,13971,Great_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,dayi
Elaenia_fallax,13965,Greater_Antillean_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,fallax
Elaenia_flavogaster,13932,Yellow-bellied_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,flavogaster
Elaenia_frantzii,13960,Mountain_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,frantzii
Elaenia_gigas,13950,Mottle-backed_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,gigas
Elaenia_martinica,13922,Caribbean_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,martinica
Elaenia_martinica_[cinerascens_Group],13927,Caribbean_Elaenia_(Chinchorro),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_martinica_[martinica_Group],13923,Caribbean_Elaenia_(Caribbean),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_mesoleuca,13948,Olivaceous_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,mesoleuca
Elaenia_obscura,13968,Highland_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,obscura
Elaenia_pallatangae,13975,Sierran_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,pallatangae
Elaenia_pallatangae_olivina/davidwillardi,13976,Sierran_Elaenia_(Roraiman),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_parvirostris,13947,Small-billed_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,parvirostris
Elaenia_pelzelni,13951,Brownish_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,pelzelni
Elaenia_ridleyana,13938,Noronha_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,ridleyana
Elaenia_ruficeps,13959,Rufous-crowned_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,ruficeps
Elaenia_sp.,13981,Elaenia_sp.,spuh,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Elaenia_spectabilis,13937,Large_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,spectabilis
Elaenia_strepera,13949,Slaty_Elaenia,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Elaenia,strepera
Elanoides_forficatus,2431,Swallow-tailed_Kite,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Elanoides,forficatus
Elanus_leucurus,2391,White-tailed_Kite,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Elanus,leucurus
Electron_carinatum,9537,Keel-billed_Motmot,species,Coraciiformes,Momotidae (Motmots),?,Electron,carinatum
Electron_platyrhynchum,9538,Broad-billed_Motmot,species,Coraciiformes,Momotidae (Motmots),?,Electron,platyrhynchum
Electron_platyrhynchum_[platyrhynchum_Group],9539,Broad-billed_Motmot_(Broad-billed),issf,Coraciiformes,Momotidae (Motmots),?,?,?
Eleoscytalopus_indigoticus,13511.4,White-breasted_Tapaculo,species,Passeriformes,Rhinocryptidae (Tapaculos),?,Eleoscytalopus,indigoticus
Eleothreptus_anomalus,8021,Sickle-winged_Nightjar,species,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),?,Eleothreptus,anomalus
Elvira_chionura,9092,White-tailed_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Elvira,chionura
Elvira_cupreiceps,9094,Coppery-headed_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Elvira,cupreiceps
Emberiza_aureola,30082,Yellow-breasted_Bunting,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,aureola
Emberiza_citrinella,29995,Yellowhammer,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,citrinella
Emberiza_leucocephalos,29999,Pine_Bunting,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,leucocephalos
Emberiza_pallasi,30108,Pallas's_Bunting,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,pallasi
Emberiza_pusilla,30074,Little_Bunting,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,pusilla
Emberiza_rustica,30075,Rustic_Bunting,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Emberiza,rustica
Emberizidae_sp._(sparrow_sp.),29986,sparrow_sp.,spuh,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Emberizoides_herbicola,29047,Wedge-tailed_Grass-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Emberizoides,herbicola
Emberizoides_ypiranganus,29055,Lesser_Grass-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Emberizoides,ypiranganus
Embernagra_longicauda,29059,Pale-throated_Pampa-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Embernagra,longicauda
Embernagra_platensis,29056,Great_Pampa-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Embernagra,platensis
Empidonax_affinis,14594,Pine_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,affinis
Empidonax_albigularis,14584,White-throated_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,albigularis
Empidonax_alnorum,14575,Alder_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,alnorum
Empidonax_alnorum/traillii,14583,Alder/Willow_Flycatcher_(Traill's_Flycatcher),slash,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_atriceps,14619,Black-capped_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,atriceps
Empidonax_difficilis,14600,Pacific-slope_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,difficilis
Empidonax_difficilis/occidentalis,14607,Pacific-slope/Cordilleran_Flycatcher_(Western_Flycatcher),slash,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_flavescens,14608,Yellowish_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,flavescens
Empidonax_flaviventris,14573,Yellow-bellied_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,flaviventris
Empidonax_fulvifrons,14612,Buff-breasted_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,fulvifrons
Empidonax_hammondii,14589,Hammond's_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,hammondii
Empidonax_hammondii/oberholseri,14593,Hammond's/Dusky_Flycatcher,slash,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_minimus,14588,Least_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,minimus
Empidonax_oberholseri,14591,Dusky_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,oberholseri
Empidonax_occidentalis,14604,Cordilleran_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,occidentalis
Empidonax_sp.,14620,Empidonax_sp.,spuh,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_traillii,14576,Willow_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,traillii
Empidonax_traillii_brewsteri/adastus,14579,Willow_Flycatcher_(Northwestern),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_traillii_extimus,14582,Willow_Flycatcher_(Southwestern),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_traillii_traillii,14577,Willow_Flycatcher_(Eastern),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonax_virescens,14574,Acadian_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,virescens
Empidonax_wrightii,14590,Gray_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonax,wrightii
Empidonax_wrightii/oberholseri,14592,Gray/Dusky_Flycatcher,slash,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Empidonomus_aurantioatrocristatus,15032,Crowned_Slaty_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonomus,aurantioatrocristatus
Empidonomus_varius,15029,Variegated_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Empidonomus,varius
Enicognathus_ferrugineus,11589.32,Austral_Parakeet,species,Psittaciformes,Psittacidae (Parrots),?,Enicognathus,ferrugineus
Enicognathus_leptorhynchus,11589.35,Slender-billed_Parakeet,species,Psittaciformes,Psittacidae (Parrots),?,Enicognathus,leptorhynchus
Ensifera_ensifera,8770,Sword-billed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Ensifera,ensifera
Entomodestes_coracinus,24628,Black_Solitaire,species,Passeriformes,Turdidae (Thrushes and Allies),?,Entomodestes,coracinus
Entomodestes_leucotis,24629,White-eared_Solitaire,species,Passeriformes,Turdidae (Thrushes and Allies),?,Entomodestes,leucotis
Epinecrophylla_erythrura,13075,Rufous-tailed_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,erythrura
Epinecrophylla_fjeldsaai,13065,Brown-backed_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,fjeldsaai
Epinecrophylla_fulviventris,13054,Checker-throated_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,fulviventris
Epinecrophylla_gutturalis,13055,Brown-bellied_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,gutturalis
Epinecrophylla_haematonota,13061,Stipple-throated_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,haematonota
Epinecrophylla_leucophthalma,13056,White-eyed_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,leucophthalma
Epinecrophylla_ornata,13069,Ornate_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,ornata
Epinecrophylla_spodionota,13066,Foothill_Antwren,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Epinecrophylla,spodionota
Eremophila_alpestris,19870,Horned_Lark,species,Passeriformes,Alaudidae (Larks),?,Eremophila,alpestris
Eremophila_alpestris_[alpestris_Group],19893,Horned_Lark_(Eastern_dark_Group),issf,Passeriformes,Alaudidae (Larks),?,?,?
Eremophila_alpestris_[leucolaema_Group],19898,Horned_Lark_(Western_pale_Group),issf,Passeriformes,Alaudidae (Larks),?,?,?
Eremophila_alpestris_[strigata_Group],19909,Horned_Lark_(Western_rufous_Group),issf,Passeriformes,Alaudidae (Larks),?,?,?
Eremophila_alpestris_flava,19892,Horned_Lark_(flava),issf,Passeriformes,Alaudidae (Larks),?,?,?
Eriocnemis_aline,8726,Emerald-bellied_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,aline
Eriocnemis_cupreoventris,8712,Coppery-bellied_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,cupreoventris
Eriocnemis_derbyi,8708,Black-thighed_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,derbyi
Eriocnemis_glaucopoides,8722,Blue-capped_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,glaucopoides
Eriocnemis_luciani,8714,Sapphire-vented_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,luciani
Eriocnemis_mosquera,8720,Golden-breasted_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,mosquera
Eriocnemis_nigrivestis,8702,Black-breasted_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,nigrivestis
Eriocnemis_vestita,8706,Glowing_Puffleg,species,Apodiformes,Trochilidae (Hummingbirds),?,Eriocnemis,vestita
Erythrura_cyaneovirens,32018,Red-headed_Parrotfinch,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Erythrura,cyaneovirens
Estrilda_astrild,31809,Common_Waxbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Estrilda,astrild
Estrilda_caerulescens,31790,Lavender_Waxbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Estrilda,caerulescens
Estrilda_melpoda,31803,Orange-cheeked_Waxbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Estrilda,melpoda
Estrilda_sp.,31841,waxbill_sp.,spuh,Passeriformes,Estrildidae (Waxbills and Allies),?,?,?
Estrilda_troglodytes,31808,Black-rumped_Waxbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Estrilda,troglodytes
Estrildidae_sp.,32147,estrildid_finch_sp.,spuh,Passeriformes,Estrildidae (Waxbills and Allies),?,?,?
Eubucco_bourcierii,10599,Red-headed_Barbet,species,Piciformes,Capitonidae (New World Barbets),?,Eubucco,bourcierii
Eubucco_richardsoni,10593,Lemon-throated_Barbet,species,Piciformes,Capitonidae (New World Barbets),?,Eubucco,richardsoni
Eubucco_tucinkae,10598,Scarlet-hooded_Barbet,species,Piciformes,Capitonidae (New World Barbets),?,Eubucco,tucinkae
Eubucco_versicolor,10606,Versicolored_Barbet,species,Piciformes,Capitonidae (New World Barbets),?,Eubucco,versicolor
Eucometis_penicillata,28285,Gray-headed_Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Eucometis,penicillata
Eucometis_penicillata_[penicillata_Group],28291,Gray-headed_Tanager_(Gray-headed),issf,Passeriformes,Thraupidae (Tanagers and Allies),?,?,?
Eucometis_penicillata_[spodocephala_Group],28286,Gray-headed_Tanager_(Gray-crested),issf,Passeriformes,Thraupidae (Tanagers and Allies),?,?,?
Eudocimus_albus,2265,White_Ibis,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),?,Eudocimus,albus
Eudocimus_albus_x_ruber,2267.5,White_x_Scarlet_Ibis_(hybrid),hybrid,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),?,?,?
Eudocimus_ruber,2267,Scarlet_Ibis,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),?,Eudocimus,ruber
Eudromia_elegans,191,Elegant_Crested-Tinamou,species,Tinamiformes,Tinamidae (Tinamous),?,Eudromia,elegans
Eudromia_formosa,202,Quebracho_Crested-Tinamou,species,Tinamiformes,Tinamidae (Tinamous),?,Eudromia,formosa
Eudynamys_taitensis,6744,Long-tailed_Koel,species,Cuculiformes,Cuculidae (Cuckoos),?,Eudynamys,taitensis
Eudyptes_chrysocome,1675,Rockhopper_Penguin,species,Sphenisciformes,Spheniscidae (Penguins),?,Eudyptes,chrysocome
Eudyptes_chrysolophus,1673,Macaroni_Penguin,species,Sphenisciformes,Spheniscidae (Penguins),?,Eudyptes,chrysolophus
Eudyptes_sclateri,1672,Erect-crested_Penguin,species,Sphenisciformes,Spheniscidae (Penguins),?,Eudyptes,sclateri
Eudyptula_minor,1660,Little_Penguin,species,Sphenisciformes,Spheniscidae (Penguins),?,Eudyptula,minor
Eugenes_fulgens,8814,Magnificent_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eugenes,fulgens
Eugenes_fulgens_fulgens,8816,Magnificent_Hummingbird_(Northern),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Eugenes_fulgens_spectabilis,8818,Magnificent_Hummingbird_(Costa_Rican),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Eugralla_paradoxa,13511,Ochre-flanked_Tapaculo,species,Passeriformes,Rhinocryptidae (Tapaculos),?,Eugralla,paradoxa
Eulampis_holosericeus,8554,Green-throated_Carib,species,Apodiformes,Trochilidae (Hummingbirds),?,Eulampis,holosericeus
Eulampis_jugularis,8552,Purple-throated_Carib,species,Apodiformes,Trochilidae (Hummingbirds),?,Eulampis,jugularis
Eulidia_yarrellii,8856,Chilean_Woodstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Eulidia,yarrellii
Eumomota_superciliosa,9547,Turquoise-browed_Motmot,species,Coraciiformes,Momotidae (Motmots),?,Eumomota,superciliosa
Euneornis_campestris,29267,Orangequit,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Euneornis,campestris
Euodice_cantans,32039,African_Silverbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Euodice,cantans
Euodice_malabarica,32038,Indian_Silverbill,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Euodice,malabarica
Eupetomena_macroura,9052,Swallow-tailed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eupetomena,macroura
Euphagus_carolinus,30416,Rusty_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Euphagus,carolinus
Euphagus_carolinus/cyanocephalus,30420,Rusty/Brewer's_Blackbird,slash,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Euphagus_cyanocephalus,30419,Brewer's_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Euphagus,cyanocephalus
Eupherusa_cyanophrys,9086,Blue-capped_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eupherusa,cyanophrys
Eupherusa_eximia,9084,Stripe-tailed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eupherusa,eximia
Eupherusa_nigriventris,9090,Black-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eupherusa,nigriventris
Eupherusa_poliocerca,9088,White-tailed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Eupherusa,poliocerca
Euphonia_affinis,30717,Scrub_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,affinis
Euphonia_affinis_affinis/olmecorum,30718,Scrub_Euphonia_(Scrub),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Euphonia_affinis_godmani,30721,Scrub_Euphonia_(Godman's),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Euphonia_anneae,30779,Tawny-capped_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,anneae
Euphonia_cayennensis,30794,Golden-sided_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,cayennensis
Euphonia_chalybea,30748,Green-throated_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,chalybea
Euphonia_chlorotica,30722,Purple-throated_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,chlorotica
Euphonia_chrysopasta,30765,Golden-bellied_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,chrysopasta
Euphonia_concinna,30730,Velvet-fronted_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,concinna
Euphonia_cyanocephala,30757,Golden-rumped_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,cyanocephala
Euphonia_elegantissima,30753,Elegant_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,elegantissima
Euphonia_finschi,30732,Finsch's_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,finschi
Euphonia_fulvicrissa,30761,Fulvous-vented_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,fulvicrissa
Euphonia_gouldi,30773,Olive-backed_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,gouldi
Euphonia_hirundinacea,30745,Yellow-throated_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,hirundinacea
Euphonia_imitans,30772,Spot-crowned_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,imitans
Euphonia_jamaica,30715,Jamaican_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,jamaica
Euphonia_laniirostris,30737,Thick-billed_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,laniirostris
Euphonia_laniirostris_[laniirostris_Group],30741,Thick-billed_Euphonia_(Thick-billed),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Euphonia_laniirostris_melanura/crassirostris,30738,Thick-billed_Euphonia_(Black-tailed),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Euphonia_luteicapilla,30728,Yellow-crowned_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,luteicapilla
Euphonia_mesochrysa,30768,Bronze-green_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,mesochrysa
Euphonia_minuta,30776,White-vented_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,minuta
Euphonia_musica,30749,Antillean_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,musica
Euphonia_pectoralis,30795,Chestnut-bellied_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,pectoralis
Euphonia_plumbea,30716,Plumbeous_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,plumbea
Euphonia_rufiventris,30793,Rufous-bellied_Euphonia,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Euphonia,rufiventris
