SCI_NAME,TAXON_ORDER,PRIMARY_COM_NAME,CATEGORY,ORDER_NAME,FAMILY_NAME,SUBFAMILY_NAME,GENUS_NAME,SPECIES_NAME
Cyanocorax_yucatanicus,18798,Yucatan_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanocorax,yucatanicus
Cyanoliseus_patagonus,11588.66,Burrowing_Parakeet,species,Psittaciformes,Psittacidae (Parrots),?,Cyanoliseus,patagonus
Cyanoliseus_patagonus_bloxami,11588.7,Burrowing_Parakeet_(Chilean),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Cyanoloxia_glaucocaerulea,30295,Glaucous-blue_Grosbeak,species,Passeriformes,Cardinalidae (Cardinals and Allies),?,Cyanoloxia,glaucocaerulea
Cyanolyca_argentigula,18746,Silvery-throated_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,argentigula
Cyanolyca_armillata,18758,Black-collared_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,armillata
Cyanolyca_cucullata,18755,Azure-hooded_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,cucullata
Cyanolyca_mirabilis,18735,White-throated_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,mirabilis
Cyanolyca_nana,18736,Dwarf_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,nana
Cyanolyca_pulchra,18756,Beautiful_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,pulchra
Cyanolyca_pumilo,18741,Black-throated_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,pumilo
Cyanolyca_turcosa,18759,Turquoise_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,turcosa
Cyanolyca_viridicyanus,18760,White-collared_Jay,species,Passeriformes,Corvidae (Crows- Jays- and Magpies),?,Cyanolyca,viridicyanus
Cyanophaia_bicolor,9002,Blue-headed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Cyanophaia,bicolor
Cyanopsitta_spixii,11590.24,Spix's_Macaw,species,Psittaciformes,Psittacidae (Parrots),?,Cyanopsitta,spixii
Cyanoramphus_forbesi,11585.66,Chatham_Islands_Parakeet,species,Psittaciformes,Psittacidae (Parrots),?,Cyanoramphus,forbesi
Cyanoramphus_novaezelandiae,11585.57,Red-fronted_Parakeet,species,Psittaciformes,Psittacidae (Parrots),?,Cyanoramphus,novaezelandiae
Cyclarhis_gujanensis,17950,Rufous-browed_Peppershrike,species,Passeriformes,Vireonidae (Vireos),?,Cyclarhis,gujanensis
Cyclarhis_gujanensis_[gujanensis_Group],17951,Rufous-browed_Peppershrike_(Northern),issf,Passeriformes,Vireonidae (Vireos),?,?,?
Cyclarhis_gujanensis_[virenticeps_Group],17967,Rufous-browed_Peppershrike_(Yellow-backed),issf,Passeriformes,Vireonidae (Vireos),?,?,?
Cyclarhis_gujanensis_insularis,17966,Rufous-browed_Peppershrike_(Cozumel_I.),issf,Passeriformes,Vireonidae (Vireos),?,?,?
Cyclarhis_gujanensis_ochrocephala,17974,Rufous-browed_Peppershrike_(Ochre-crowned),issf,Passeriformes,Vireonidae (Vireos),?,?,?
Cyclarhis_nigrirostris,17975,Black-billed_Peppershrike,species,Passeriformes,Vireonidae (Vireos),?,Cyclarhis,nigrirostris
Cygnus_atratus,297,Black_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,atratus
Cygnus_buccinator,299,Trumpeter_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,buccinator
Cygnus_buccinator_x_cygnus,304.5,Trumpeter_x_Tundra_Swan_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Cygnus_buccinator/columbianus,305,Trumpeter/Tundra_Swan,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Cygnus_columbianus,302,Tundra_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,columbianus
Cygnus_columbianus_bewickii,304,Tundra_Swan_(Bewick's),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Cygnus_columbianus_columbianus,303,Tundra_Swan_(Whistling),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Cygnus_cygnus,306,Whooper_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,cygnus
Cygnus_melancoryphus,298,Black-necked_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,melancoryphus
Cygnus_olor,296,Mute_Swan,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Cygnus,olor
Cygnus_sp.,307,swan_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Cymbilaimus_lineatus,12838,Fasciated_Antshrike,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Cymbilaimus,lineatus
Cymbilaimus_sanctaemariae,12842,Bamboo_Antshrike,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Cymbilaimus,sanctaemariae
Cynanthus_latirostris,8992,Broad-billed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Cynanthus,latirostris
Cynanthus_latirostris_[latirostris_Group],8994,Broad-billed_Hummingbird_(Northern),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Cynanthus_latirostris_doubledayi,8996,Broad-billed_Hummingbird_(Doubleday's),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Cynanthus_latirostris_lawrencei,8998,Broad-billed_Hummingbird_(Tres_Marias_Is.),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Cynanthus_latirostris_x_Amazilia_violiceps,9195.5,Broad-billed_x_Violet-crowned_Hummingbird_(hybrid),hybrid,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Cynanthus_sordidus,8990,Dusky_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Cynanthus,sordidus
Cyphorhinus_arada,21374.6400000003,Musician_Wren,species,Passeriformes,Troglodytidae (Wrens),?,Cyphorhinus,arada
Cyphorhinus_phaeocephalus,21374.5800000003,Song_Wren,species,Passeriformes,Troglodytidae (Wrens),?,Cyphorhinus,phaeocephalus
Cyphorhinus_thoracicus,21374.5500000003,Chestnut-breasted_Wren,species,Passeriformes,Troglodytidae (Wrens),?,Cyphorhinus,thoracicus
Cypseloides_cherriei,8052,Spot-fronted_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,cherriei
Cypseloides_cryptus,8051,White-chinned_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,cryptus
Cypseloides_fumigatus,8049,Sooty_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,fumigatus
Cypseloides_lemosi,8047,White-chested_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,lemosi
Cypseloides_niger,8043,Black_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,niger
Cypseloides_niger_borealis,8044,Black_Swift_(Northern),issf,Apodiformes,Apodidae (Swifts),?,?,?
Cypseloides_niger_costaricensis,8045,Black_Swift_(Central_American),issf,Apodiformes,Apodidae (Swifts),?,?,?
Cypseloides_niger_niger,8046,Black_Swift_(Caribbean),issf,Apodiformes,Apodidae (Swifts),?,?,?
Cypseloides_rothschildi,8048,Rothschild's_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,rothschildi
Cypseloides_senex,8053,Great_Dusky_Swift,species,Apodiformes,Apodidae (Swifts),?,Cypseloides,senex
Cypseloides_sp.,8054,Cypseloides_sp.,spuh,Apodiformes,Apodidae (Swifts),?,?,?
Cypsnagra_hirundinacea,28280,White-rumped_Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Cypsnagra,hirundinacea
Cyrtonyx_montezumae,913,Montezuma_Quail,species,Galliformes,Odontophoridae (New World Quail),?,Cyrtonyx,montezumae
Cyrtonyx_montezumae_[montezumae_Group],914,Montezuma_Quail_(Montezuma),issf,Galliformes,Odontophoridae (New World Quail),?,?,?
Cyrtonyx_ocellatus,921,Ocellated_Quail,species,Galliformes,Odontophoridae (New World Quail),?,Cyrtonyx,ocellatus
Dacnis_albiventris,28714,White-bellied_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,albiventris
Dacnis_berlepschi,28736,Scarlet-breasted_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,berlepschi
Dacnis_cayana,28726,Blue_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,cayana
Dacnis_flaviventer,28720,Yellow-bellied_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,flaviventer
Dacnis_hartlaubi,28721,Turquoise_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,hartlaubi
Dacnis_lineata,28715,Black-faced_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,lineata
Dacnis_lineata_egregia,28716,Black-faced_Dacnis_(Yellow-tufted),issf,Passeriformes,Thraupidae (Tanagers and Allies),?,?,?
Dacnis_nigripes,28722,Black-legged_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,nigripes
Dacnis_sp.,28737,Dacnis_sp.,spuh,Passeriformes,Thraupidae (Tanagers and Allies),?,?,?
Dacnis_venusta,28723,Scarlet-thighed_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,venusta
Dacnis_viguieri,28735,Viridian_Dacnis,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dacnis,viguieri
Dactylortyx_thoracicus,895,Singing_Quail,species,Galliformes,Odontophoridae (New World Quail),?,Dactylortyx,thoracicus
Damophila_julie,9224,Violet-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Damophila,julie
Daption_capense,1722,Cape_Petrel,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Daption,capense
Daptrius_ater,11581.18,Black_Caracara,species,Falconiformes,Falconidae (Falcons and Caracaras),?,Daptrius,ater
Deconychura_longicauda,13554.2,Long-tailed_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Deconychura,longicauda
Delichon_urbicum,20140,Common_House-Martin,species,Passeriformes,Hirundinidae (Swallows),?,Delichon,urbicum
Delothraupis_castaneoventris,28521,Chestnut-bellied_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Delothraupis,castaneoventris
Deltarhynchus_flammulatus,14954,Flammulated_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Deltarhynchus,flammulatus
Dendragapus_fuliginosus,1534,Sooty_Grouse,species,Galliformes,Phasianidae (Pheasants- Grouse- and Allies),?,Dendragapus,fuliginosus
Dendragapus_obscurus,1529,Dusky_Grouse,species,Galliformes,Phasianidae (Pheasants- Grouse- and Allies),?,Dendragapus,obscurus
Dendragapus_obscurus/fuliginosus,1539,Dusky/Sooty_Grouse,slash,Galliformes,Phasianidae (Pheasants- Grouse- and Allies),?,?,?
Dendrexetastes_rufigula,13566,Cinnamon-throated_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrexetastes,rufigula
Dendrocincla_anabatina,13559.6,Tawny-winged_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocincla,anabatina
Dendrocincla_fuliginosa,13556.4,Plain-brown_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocincla,fuliginosa
Dendrocincla_fuliginosa_[meruloides_Group],13556.6,Plain-brown_Woodcreeper_(Plain-brown),issf,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Dendrocincla_fuliginosa_turdina,13559.4,Plain-brown_Woodcreeper_(Plain-winged),issf,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Dendrocincla_homochroa,13562,Ruddy_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocincla,homochroa
Dendrocincla_merula,13560.4,White-chinned_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocincla,merula
Dendrocincla_tyrannina,13555.8,Tyrannine_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocincla,tyrannina
Dendrocolaptes_certhia,13568.2,Amazonian_Barred-Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocolaptes,certhia
Dendrocolaptes_hoffmannsi,13572.4,Hoffmanns's_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocolaptes,hoffmannsi
Dendrocolaptes_picumnus,13569.6,Black-banded_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocolaptes,picumnus
Dendrocolaptes_picumnus_[picumnus_Group],13570.6,Black-banded_Woodcreeper_(Black-banded),issf,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Dendrocolaptes_platyrostris,13572.6,Planalto_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocolaptes,platyrostris
Dendrocolaptes_sanctithomae,13567.2,Northern_Barred-Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendrocolaptes,sanctithomae
Dendrocolaptinae_sp.,13617,woodcreeper_sp.,spuh,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Dendrocopos_major,11115,Great_Spotted_Woodpecker,species,Piciformes,Picidae (Woodpeckers),?,Dendrocopos,major
Dendrocygna_arborea,216,West_Indian_Whistling-Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Dendrocygna,arborea
Dendrocygna_autumnalis,215,Black-bellied_Whistling-Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Dendrocygna,autumnalis
Dendrocygna_autumnalis_autumnalis,215.3,Black-bellied_Whistling-Duck_(Northern),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Dendrocygna_autumnalis_discolor,215.6,Black-bellied_Whistling-Duck_(Southern),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Dendrocygna_bicolor,217,Fulvous_Whistling-Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Dendrocygna,bicolor
Dendrocygna_sp.,223,whistling-duck_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Dendrocygna_viduata,214,White-faced_Whistling-Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Dendrocygna,viduata
Dendroplex_kienerii,13602,Zimmer's_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendroplex,kienerii
Dendroplex_picus,13599.2,Straight-billed_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Dendroplex,picus
Dendrortyx_barbatus,757,Bearded_Wood-Partridge,species,Galliformes,Odontophoridae (New World Quail),?,Dendrortyx,barbatus
Dendrortyx_leucophrys,765,Buffy-crowned_Wood-Partridge,species,Galliformes,Odontophoridae (New World Quail),?,Dendrortyx,leucophrys
Dendrortyx_macroura,758,Long-tailed_Wood-Partridge,species,Galliformes,Odontophoridae (New World Quail),?,Dendrortyx,macroura
Deroptyus_accipitrinus,11592.42,Red-fan_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Deroptyus,accipitrinus
Dichrozona_cincta,13143,Banded_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dichrozona,cincta
Didunculus_strigirostris,5228,Tooth-billed_Pigeon,species,Columbiformes,Columbidae (Pigeons and Doves),?,Didunculus,strigirostris
Diglossa_albilatera,28853,White-sided_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,albilatera
Diglossa_baritula,28867,Cinnamon-bellied_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,baritula
Diglossa_brunneiventris,28850,Black-throated_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,brunneiventris
Diglossa_caerulescens,28884,Bluish_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,caerulescens
Diglossa_carbonaria,28851,Gray-bellied_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,carbonaria
Diglossa_cyanea,28891,Masked_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,cyanea
Diglossa_glauca,28881,Deep-blue_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,glauca
Diglossa_gloriosa,28845,Merida_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,gloriosa
Diglossa_gloriosissima,28838,Chestnut-bellied_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,gloriosissima
Diglossa_humeralis,28846,Black_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,humeralis
Diglossa_indigotica,28866,Indigo_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,indigotica
Diglossa_lafresnayii,28839,Glossy_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,lafresnayii
Diglossa_major,28862,Greater_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,major
Diglossa_mystacalis,28840,Moustached_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,mystacalis
Diglossa_plumbea,28871,Slaty_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,plumbea
Diglossa_sittoides,28874,Rusty_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,sittoides
Diglossa_sp.,28897,flowerpiercer_sp.,spuh,Passeriformes,Thraupidae (Tanagers and Allies),?,?,?
Diglossa_venezuelensis,28852,Venezuelan_Flowerpiercer,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diglossa,venezuelensis
Diomedea_epomophora,1698,Royal_Albatross,species,Procellariiformes,Diomedeidae (Albatrosses),?,Diomedea,epomophora
Diomedea_epomophora_epomophora,1699,Royal_Albatross_(Southern),issf,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diomedea_epomophora_sanfordi,1700,Royal_Albatross_(Northern),issf,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diomedea_exulans,1701,Wandering_Albatross,species,Procellariiformes,Diomedeidae (Albatrosses),?,Diomedea,exulans
Diomedea_exulans_antipodensis,1704,Wandering_Albatross_(New_Zealand),issf,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diomedea_exulans_exulans,1702,Wandering_Albatross_(Snowy),issf,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diomedea_sp.,1707,large_albatross_sp.,spuh,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diomedeidae_sp.,1712.5,albatross_sp.,spuh,Procellariiformes,Diomedeidae (Albatrosses),?,?,?
Diopsittaca_nobilis,11590.45,Red-shouldered_Macaw,species,Psittaciformes,Psittacidae (Parrots),?,Diopsittaca,nobilis
Discosura_conversii,8586,Green_Thorntail,species,Apodiformes,Trochilidae (Hummingbirds),?,Discosura,conversii
Discosura_langsdorffi,8582,Black-bellied_Thorntail,species,Apodiformes,Trochilidae (Hummingbirds),?,Discosura,langsdorffi
Discosura_longicaudus,8588,Racket-tailed_Coquette,species,Apodiformes,Trochilidae (Hummingbirds),?,Discosura,longicaudus
Discosura_popelairii,8580,Wire-crested_Thorntail,species,Apodiformes,Trochilidae (Hummingbirds),?,Discosura,popelairii
Diuca_diuca,28946,Common_Diuca-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diuca,diuca
Diuca_speculifera,28940,White-winged_Diuca-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Diuca,speculifera
Dives_atroviolaceus,30412,Cuban_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Dives,atroviolaceus
Dives_dives,30411,Melodious_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Dives,dives
Dives_warszewiczi,30413,Scrub_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Dives,warszewiczi
Dolichonyx_oryzivorus,30338,Bobolink,species,Passeriformes,Icteridae (Troupials and Allies),?,Dolichonyx,oryzivorus
Doliornis_sclateri,15124,Bay-vented_Cotinga,species,Passeriformes,Cotingidae (Cotingas),?,Doliornis,sclateri
Dolospingus_fringilloides,29157,White-naped_Seedeater,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dolospingus,fringilloides
Donacobius_atricapilla,22470,Black-capped_Donacobius,species,Passeriformes,Donacobiidae (Donacobius),?,Donacobius,atricapilla
Donacospiza_albifrons,28965,Long-tailed_Reed_Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Donacospiza,albifrons
Doricha_eliza,8880,Mexican_Sheartail,species,Apodiformes,Trochilidae (Hummingbirds),?,Doricha,eliza
Doricha_enicura,8878,Slender_Sheartail,species,Apodiformes,Trochilidae (Hummingbirds),?,Doricha,enicura
Doryfera_johannae,8492,Blue-fronted_Lancebill,species,Apodiformes,Trochilidae (Hummingbirds),?,Doryfera,johannae
Doryfera_ludovicae,8490,Green-fronted_Lancebill,species,Apodiformes,Trochilidae (Hummingbirds),?,Doryfera,ludovicae
Dromococcyx_pavoninus,6931,Pavonine_Cuckoo,species,Cuculiformes,Cuculidae (Cuckoos),?,Dromococcyx,pavoninus
Dromococcyx_phasianellus,6930,Pheasant_Cuckoo,species,Cuculiformes,Cuculidae (Cuckoos),?,Dromococcyx,phasianellus
Drymophila_caudata,13220,Long-tailed_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,caudata
Drymophila_devillei,13217,Striated_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,devillei
Drymophila_ferruginea,13209,Ferruginous_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,ferruginea
Drymophila_genei,13211,Rufous-tailed_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,genei
Drymophila_malura,13213,Dusky-tailed_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,malura
Drymophila_ochropyga,13212,Ochre-rumped_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,ochropyga
Drymophila_rubricollis,13210,Bertoni's_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,rubricollis
Drymophila_squamata,13214,Scaled_Antbird,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Drymophila,squamata
Drymornis_bridgesii,13607.8,Scimitar-billed_Woodcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Drymornis,bridgesii
Drymotoxeres_pucheranii,13607.6,Greater_Scythebill,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Drymotoxeres,pucheranii
Dryocopus_galeatus,11389,Helmeted_Woodpecker,species,Piciformes,Picidae (Woodpeckers),?,Dryocopus,galeatus
Dryocopus_lineatus,11390,Lineated_Woodpecker,species,Piciformes,Picidae (Woodpeckers),?,Dryocopus,lineatus
Dryocopus_pileatus,11396,Pileated_Woodpecker,species,Piciformes,Picidae (Woodpeckers),?,Dryocopus,pileatus
Dryocopus_schulzi,11399,Black-bodied_Woodpecker,species,Piciformes,Picidae (Woodpeckers),?,Dryocopus,schulzi
Dubusia_taeniata,28516,Buff-breasted_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Dubusia,taeniata
Ducula_bicolor,5576,Pied_Imperial-Pigeon,species,Columbiformes,Columbidae (Pigeons and Doves),?,Ducula,bicolor
Ducula_pacifica,5510,Pacific_Imperial-Pigeon,species,Columbiformes,Columbidae (Pigeons and Doves),?,Ducula,pacifica
Dulus_dominicus,27758,Palmchat,species,Passeriformes,Dulidae (Palmchat),?,Dulus,dominicus
Dumetella_carolinensis,26353,Gray_Catbird,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),?,Dumetella,carolinensis
Dysithamnus_leucostictus,13032,White-streaked_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,leucostictus
Dysithamnus_leucostictus_leucostictus,13033,White-streaked_Antvireo_(White-streaked),issf,Passeriformes,Thamnophilidae (Typical Antbirds),?,?,?
Dysithamnus_leucostictus_tucuyensis,13034,White-streaked_Antvireo_(Venezuelan),issf,Passeriformes,Thamnophilidae (Typical Antbirds),?,?,?
Dysithamnus_mentalis,13006,Plain_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,mentalis
Dysithamnus_occidentalis,13028,Bicolored_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,occidentalis
Dysithamnus_plumbeus,13031,Plumbeous_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,plumbeus
Dysithamnus_puncticeps,13026,Spot-crowned_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,puncticeps
Dysithamnus_stictothorax,13005,Spot-breasted_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,stictothorax
Dysithamnus_striaticeps,13025,Streak-crowned_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,striaticeps
Dysithamnus_xanthopterus,13027,Rufous-backed_Antvireo,species,Passeriformes,Thamnophilidae (Typical Antbirds),?,Dysithamnus,xanthopterus
Egretta_caerulea,2173,Little_Blue_Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,caerulea
Egretta_caerulea_x_tricolor,2176.5,Little_Blue_x_Tricolored_Heron_(hybrid),hybrid,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,?,?
Egretta_garzetta,2158,Little_Egret,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,garzetta
Egretta_garzetta_[garzetta_Group],2160,Little_Egret_(Little),issf,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,?,?
Egretta_gularis,2163,Western_Reef-Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,gularis
Egretta_gularis_gularis,2164,Western_Reef-Heron_(Western),issf,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,?,?
Egretta_novaehollandiae,2154,White-faced_Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,novaehollandiae
Egretta_rufescens,2177,Reddish_Egret,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,rufescens
Egretta_sacra,2166,Pacific_Reef-Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,sacra
Egretta_thula,2169,Snowy_Egret,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,thula
Egretta_tricolor,2174,Tricolored_Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Egretta,tricolor
